County,Resource Type,Organization,Website,Phone,Address
Beaver,Community Organization,Beaver County System of Care,https://www.bc-systemofcare.org/?fbclid=IwAR1kXiPAOq6JytJDdXoWjEsML998JXsPrCfdvnKm5uZmSLHHyuBTiLoeyF8,,"1020 8th AveSuite 136Beaver Falls, PA 15010"
Montgomery,College Counseling Center,Arcadia University Counseling Services,https://www.arcadia.edu/,(877) 272-2342,"450 S Easton RoadHeinz Hall, Ground FloorGlenside, PA 19038-3295"
Philadelphia,Secondary Schools,Archbishop Ryan High School,https://www.archbishopryan.com/,(215) 637-1800,"11201 Academy RoadPhiladelphia, PA 19154"
Monroe,Secondary Schools,Arlington Heights Elementary School,,(570) 421-6952,"853 Flagler StreetStroudsburg, PA 18360"
Allegheny,Parent Organization,Arlington PreK-8 PTA,https://brookline.memberhub.com/,(412) 529-4700,"800 Rectenwald StPittsburgh, PA 15210"
Armstrong,General Hospital,Armstrong County Memorial Hospital (ACMH Hospital),https://www.acmh.org/,(724) 543-8500,"One Nolte DriveKittanning, PA 16201"
Armstrong,Primary Care Physician Office/Health Center,Armstrong County State Health Center,,(724) 543-2700,"245 Butler RoadSuite 1Kittanning, PA 16201"
Armstrong,Community Organization,Armstrong Indiana Behavioral and Developmental Health Program,https://www.aibdhp.org/,(724) 548-3451,"120 South Grant Ave.Suite 3Kittanning, PA 16201"
Armstrong,Secondary Schools,Armstrong Jr-Sr High School,https://ajshs.asd.k12.pa.us/,(724) 548-7600,"300 Buffington DriveKittanning, PA 16201"
Luzerne,Secondary Schools,Arthur Street Elementary School,,(570) 459-3221,"424 East 9th StreetHazleton, PA 18201"
Philadelphia,Secondary Schools,Arts Academy at Benjamin Rush,https://rush.philasd.org/,(215) 400-3030,"11081 Knights RoadPhiladelphia, PA 19154"
Philadelphia,Secondary Schools,ASPIRA Olney Charter High School,https://olneycharter.org/,(215) 456-3014,"100 E Duncannon AvenuePhiladelphia, PA 19120"
Bradford,Private Psychiatry Practice,Avant Wellness Associates,https://www.avantwellnessassociates.com/,(570) 783-5480,"1 Elizabeth StThe Progress Building, Suite 10Towanda, PA 18848"
Washington,Secondary Schools,Avella Jr./ Sr. High School,https://www.avellasd.org/1/home,(724) 356-2216,"1000 Avella RoadAvella, PA 15312"
Allegheny,Secondary Schools,Avonworth High School,,,"304 Josephs LnPittsburgh, PA 15237"
Allegheny,Parent Organization Secondary Schools,Avonworth School District; PTA,www.avonworthpta.com,(412) 369-8738,"258 Josephs LanePittsburgh, PA 15237"
Greene,Private Psychiatry Practice,Axiom Family Counseling- Uniontown office,https://www.axiomfamilycounseling.com/,(724) 439-0308,"630 Cherry Tree LaneUniontown, PA 15401"
Greene,Private Psychiatry Practice,Axiom Family Counseling- Waynesburg office,https://www.axiomfamilycounseling.com/,(724) 627-0608,"30 West High StreetWaynesburg, PA 15370"
Westmoreland,Parent Organization Secondary Schools,Baggaley Elementary School; PTO,https://www.glsd.us/     https://baggaleypto.com/,(724) 539-4200,"4080 Route 982Latrobe, PA 15650"
Allegheny,Parent Organization,Baker Elementary School PTA,,(412) 833-1600 Ext: 4000,"2300 Morton RoadUpper St. Clair, PA 15241"
Armstrong,Primary Care Physician Office/Health Center,Balanced Mind,https://www.balanced-mind.com/,(724) 991-1289,"420 Armstrong StreetFord City, PA 16226"
Westmoreland,Parent Organization Secondary Schools,Amos K. Hutchinson Elementary School; PTO,https://he.greensburgsalem.org/,(724) 832-2885,"810 Welty StreetGreensburg, PA 15601"
Centre,Private Psychiatry Practice,"Amy Spaw, MS",,(814) 355-7273,"105 S. Spring St.Bellefonte, PA 16823"
Centre,Private Psychiatry Practice,"Andy McKinnon, MSW",,,"119 S. Burrowes St.State College, PA 16801"
Monroe,Private Psychiatry Practice,"Anthony Cuttitta, LCSW",,(570) 420-9807,"729 Sarah StreetEast Stroudsburg, PA 18301"
Wayne,Primary Care Physician Office/Health Center,Arbor Vitae Behavioral Health,https://www.arborvitaebh.org,(570) 647-9277,"1258 Purdytown TurnpikeLakeville, PA 18438"
Lackawanna,Community Organization,Allied Servies Integrated Health System,https://www.allied-services.org/,(888) 734-2272,"100 Abington Executive ParkClarks Summit, PA 18411"
Wayne,Private Psychiatry Practice,Alpha and Omega Counseling,https://alphaandomegacounseling.net,(570) 503-1944,"612 Hamlin HighwaySuite 3Lake Ariel, PA 18436"
Bedford,Community Organization,Alternative Community Resource Program Bedford,https://acrpkids.org/,(814) 623-1212,"185 Hospital DriveEverett, PA 15537"
Blair,Community Organization,Alternative Community Resource Program Blair,https://acrpkids.org/,(814) 942-9425,"3010 7th AvenueAltoona, PA 16601"
Cambria,Community Organization,Alternative Community Resource Program- Ebensburg,https://acrpkids.org/,(814) 472-9330,"118 West High StreetEbensburg, PA 15931"
Cambria,Community Organization,Alternative Community Resource Program- Franklin Street,https://acrpkids.org/,(814) 536-6141,"726 Franklin StreetJohnstown, PA 15901"
Cambria,Community Organization,Alternative Community Resource Program- St. Mikes,https://acrpkids.org/,(814) 539-7339,"188 Gilbert StreetJohnstown, PA 15906"
Cambria,Community Organization,Alternative Community Resource Program- Walnut Plaza,https://acrpkids.org/,(814) 534-0745,"119 Walnut StreetJohnstown, PA 15901"
Berks,College Counseling Center College/University,Alvernia University – Main Campus; Alvernia University Health & Wellness Center,https://www.alvernia.edu/      https://www.alvernia.edu/current-students/health-wellness-center,(888) 258-3764,"400 St. Bernardine StreetVeronica Hall, Lower levelReading, PA 19607"
Philadelphia,College/University,Alvernia University – Philadelphia Campus,https://www.alvernia.edu/,(215) 635-4734,"1355 West Cheltenham AvenueMelrose Park, PA 19027"
Schuylkill,College/University,Alvernia University – Schuykill Campus,https://www.alvernia.edu/,(570) 385-2382,"1544 Route 61 Hwy S.Suite 6190Pottsville, PA 17901"
Centre,Private Psychiatry Practice,"Amber Kresovich, LPC",,,"11 S. Spring St.Bellefonte, PA 16823"
Philadelphia,PHP/IOP,Ambrosia Treatment Center,,(267) 262-6788,"2301 E Allegheny AvenuePhiladelphia, PA 19134"
Philadelphia,Primary Care Physician Office/Health Center,Ambulatory Health Services,www.phila.gov/health,,"500 S. Broad StreetSuite 360Philadelphia, PA 19146"
Centre,Private Psychiatry Practice,American Family Psychiatry,,(814) 954-7251,"251 Easterly Pkwy#201State College, PA 16801"
Allegheny,College/University,Allegheny County Community College – Allegheny Campus,https://www.ccac.edu/,(412) 237-2222,"808 Ridge AvenuePittsburgh, PA 15212-6097"
Allegheny,College/University,Allegheny County Community College -Boyce  Campus,https://www.ccac.edu/,(412) 237-2222,"595 Beatty RoadMonroeville, PA 15146-1396"
Allegheny,College/University,Allegheny County Community College -Braddock Hills Center,https://www.ccac.edu/,(412) 271-0201,"250 Yost BoulevardBraddock Hills, PA 15221-4818"
Allegheny,College/University,Allegheny County Community College -Homewood Bruhton Center,https://www.ccac.edu/,(412) 371-1600,"701 North Homewood AvenuePittsburgh, PA 15208-1806"
Allegheny,College/University,Allegheny County Community College -North Campus,https://www.ccac.edu/,(412) 237-2222,"8701 Perry HighwayPittsburgh, PA 15237-5353"
Allegheny,College/University,Allegheny County Community College -South Campus,https://www.ccac.edu/,(412) 237-2222,"1750 Clairton RoadWest Mifflin, PA 15122-3029"
Allegheny,College/University,Allegheny County Community College -West Hills Center,https://www.ccac.edu/,(412) 788-7500,"1000 McKee RoadOakdale, PA 15071"
Allegheny,Primary Care Physician Office/Health Center,Allegheny County Health Department,,(412) 687-2243,"542 4th AvenuePittsburgh, PA 15219"
Allegheny,Government Agency,Office of Behavioral Health; Allegheny County MH Residential Dept.,,,"542 Forbes AvenuePittsburgh, PA 15219"
Allegheny,General Hospital,Allegheny General Hospital,,,"320 E North AvePittsburgh, PA 15212"
Allegheny,General Hospital,Allegheny Health Network,www.ahn.org,,"4 Allegheny Center4th FloorAllegheny, PA 15212"
Allegheny,Crisis Center/Hospital,Allegheny Valley Hospital,https://www.ahn.org/locations/hospitals/allegheny-valley,(724) 224-5100,"1301 Carlisle StreetNatrona Heights, PA 15065"
Allegheny,Parent Organization Secondary Schools,Allegheny Valley School Disctrict; Allegheny Valley School Disctrict PTA,https://www.avsdweb.org/schools/acmetonia-elementary-school/acmetonia-informatiocmetonia-parent-teacher-associationer-association,(724) 274-5300,"300 Pearl AvenueCheswick, PA 15024"
Allegheny,PHP/IOP,Alleghney Health Network- Psychiatry & IOP,https://www.ahn.org/about/contact-us.html,(412) 330-2400,"120 Fifth Avenuesuite 2900 (headquarters)Pittsburgh, PA 15222"
Lehigh,Primary Care Physician Office/Health Center,Allentown Associates LLC in Psychiatry and Psychology,https://www.allentown-associates.com,(610) 820-3900,"401 N 17th StreetAllentown Medical Center, Suite 304Allentown, PA 18104"
Lehigh,Primary Care Physician Office/Health Center,Allentown Bureau of Health,,(610) 865-7083,"245 N. 6th St.Alliance HallAllentown, PA 18102"
Lehigh,Secondary Schools,Allentown City School District,https://www.allentownsd.org/,(412) 765-4000,"31 S. Penn StreetAllentown, PA 18102"
Mercer,Community Organization,Alliance for Behavioral and Developmental Disabilities,https://www.theabdd.org/,(724) 346-2233,"3856 E. State StreetHermitage, PA 16148"
Schuylkill,Community Organization,Allied Services Supported Living Program- Pottsville,https://www.allied-services.org/locations/allied-services-supported-living-program-pottsvi/,(570) 622-2177,"3 North 2nd StreetPottsville, PA 17901-2906"
Bradford,Community Organization,Allied Services Supported Living/ Psych Rehab Programss- Sayre,https://www.allied-services.org/locations/allied-services-supported-living-psych-rehab-pro/,(888) 734-2272,"703 South Elmer AvenueSayre, PA 18840-2400"
Montgomery,General Hospital,Jefferson Abington Health,,(215) 481-2000,"1200 Old York RoadAbington, PA 19001"
Montgomery,General Hospital,Jefferson Lansdale Hospital,,(215) 368-2100,"100 Medical Campus DriveLansdale, PA 19446"
Allegheny,Parent Organization,Abraham Lincoln Elementary School,https://www.abrahamlincolnpto.org/index.html,(412) 854-8618,"1524 Hamilton RoadBethel Park, PA 15102"
Philadelphia,Secondary Schools,Abraham Lincoln High School,https://lincoln.philasd.org/,(215) 400-3300,"3201 Ryan AvenuePhiladelphia, PA 19136"
Philadelphia,Secondary Schools,Academy at Palumbo,https://palumbo.philasd.org/,(215) 400-8130,"1100 Catharine StreetPhiladelphia, PA 19147"
Schuylkill,Community Organization,Access Services – Schuylkill county,https://www.accessservices.org/,,"340 S. Liberty StreetOrwigsburg, PA 17961"
Armstrong,General Hospital,ACMH Hospital,,(724) 543-8500,"1 Nolte DriveKittanning, PA 16201"
Adams,Primary Care Physician Office/Health Center,Adams County State Health Center,,(717) 334-2112,"225 South Franklin StreetGettysburg, PA 17352"
Erie,Private Psychiatry Practice,Affiliated Counseling Services,https://affiliatedcounselingservices.com,(814) 835-7043,"1444 W. 38th Street Erie, PA 16508"
Mercer,Primary Care Physician Office/Health Center,AHN Family Healthcare Partners- Hillcrest,https://www.ahn.org/location-search/ahn-family-healthcare-partners-hillcrest-5909,(724) 458-4950,"420 Hillcrest AvenueGrove City, PA 16127"
Mercer,General Hospital,AHN Grove City,https://www.ahn.org/locations/hospitals/grove-city?utm_source=GMB&utm_medium=Local&utm_content=Facility&utm_campaign=15581767,(724) 450-7000,"631 N. Broad Street Ext.Grove City, PA 16127"
Philadelphia,Secondary Schools,Al-Aqsa Islamic,https://www.alaqsaislamicacademy.com/,(215) 765-6660,"1501 Germantown AvenuePhiladelphia, PA 19122"
Fayette,Secondary Schools,Albert Gallatin Area High School,https://www.agasd.org/albertgallatinhighschool_home.aspx,(724) 564-2024,"1119 Township DriveUniontown, PA 15401"
Berks,College Counseling Center College/University,Albright College; Albright College Counseling Center,http://www.albright.edu/     https://www.albright.edu/about-albright/buildings-facilities/counseling-center/,(610) 921-2381,"1621 N 13th StreetReading, PA 19604"
Beaver,Community Organization,Aliquippa Impact of Beaver County,https://www.aliquippaimpact.org/,(724) 512-0011,"952 Franklin Ave3rd FloorAliquippa, PA 15001"
Erie,Private Psychiatry Practice,All About You Counseling and Assessment,https://www.allaboutyouerie.com,,"4402 Peach StreetSuite 6Erie, PA 16509"
Lycoming,Private Psychiatry Practice,Allay Mental Health & Wellness,https://www.allaymentalhealth.com/,(570) 433-0249,"811 Market StreetWilliamsport, PA 17701"
Crawford,College/University,Allegheny College,https://allegheny.edu/,(814) 332-3357,"520 N Main StreetMeadville, PA 16335"
Crawford,College Counseling Center,Allegheny College Counseling and Personal Development Center (CPDC),https://sites.allegheny.edu/counseling/,(814) 332-4368,"549 Park AvenueMeadville, PA 16335"
Allegheny,Government Agency,Department of Human Services Allegheny County,,,"1 Smithfield StPittsburgh, PA 15222"
Lehigh,Secondary Schools,Brigadier General Anna Mae Hays Elementary School,https://hay.allentownsd.org/,(412) 765-4771,"1227 West Gordon StreetAllentown, PA 18102"
Clinton,Secondary Schools,Central Mountain Middle School,,(570) 893-4900,"200 Ben AvenueMill Hall, PA 17751"
Monroe,Parent Organization Secondary Schools,Clear Run Elementary Center; PTO,,(570) 839-7121 Ext: 28400,"780 Route 611Tobyhanna, PA 18466"
Westmoreland,Secondary Schools,Greater Latrobe Senior High School,https://www.glsd.us/,(724) 539-4200,"131 High School roadLatrobe, PA 15650"
Westmoreland,Secondary Schools,James H. Metzgar Elementary School,https://me.greensburgsalem.org/,(724) 668-2237,"140 CC Hall DriveNew Alexandria, PA 15670"
Lehigh,Secondary Schools,Jefferson Elementary School,https://jef.allentownsd.org/,(412) 765-4420,"750 St. John StreetAllentown, PA 18103"
Carbon,Parent Organization Secondary Schools,Lehighton Area Elementary Center; PTO,,(610) 377-7880,"3 Indian LaneLehighton, PA 18235"
Westmoreland,Secondary Schools,Mount Pleasant Junior/Senior High School,https://srhs.mpasd.net/      https://jrhs.mpasd.net/,(724) 547-4100,"265 State StreetMount Pleasant, PA 15666"
Centre,Parent Organization Secondary Schools,Philipsburg Elementary School; PTO,,(814) 342-2870,"1810 Black Moshannon RoadPhilipsburg, PA 16866"
Centre,Secondary Schools,Philipsburg Osceola Middle School; Philipsburg-Osceola Area School District,,(814) 342-4906,"200 Short StreetPhilipsburg, PA 16866"
Centre,Parent Organization Secondary Schools,Radio Park Elementary School; PTO,,(814) 231-4115,"800 Cherry LaneState College, PA 16803"
Allegheny,Secondary Schools,Sto-Rox Primary Center,,(412) 771-3213,"300 Ewing RoadMcKees Rocks, PA 15136"
Westmoreland,Parent Organization Secondary Schools,Sunset Valley Elementary School,https://sunsetvalley.norwinsd.org/   https://www.sunsetvalleypta.com/,(724) 861-3035,"11605 Dickens DriveNorth Huntingdon, PA 15642"
Westmoreland,Secondary Schools,Yough Senior High School,https://www.youghsd.net/,(724) 446-5520,"919 Lowber RoadHerminie, PA 15637"
Allegheny,Community Organization,412 Youth Zone – Auberle,https://www.auberle.org/the-(412) youth-zone,,"1101 Hartman StreetMcKeesport, PA 15132"
Allegheny,Community Organization,412 Youth Zone Mental Health,https://www.alleghenycounty.us/Human-Services/Programs-Services/Teens-Young-Adults/(412) Youth-Zone.aspx,,"304 Wood StreetPittsburgh, PA 15222"
Beaver,Private Psychiatry Practice,A & A Psychological Services,https://aapsychological.weebly.com/,(724) 561-6382,"250 Insurance StreetSuite 202Beaver, PA 15009"
Philadelphia,Community Organization,A Home Within,https://www.ahomewithin.org/,(888) 898-2249,"1528 Walnut StreetSuite 1706Philadelphia, PA 19102"
Centre,Community Organization,A Journey To You,https://ajourneytoyou.com,(814) 325-0280,"1107 W College AveState College, PA 16801"
Northampton,Community Organization,ABA Support Services,https://abasupportservices.com/,(610) 365-8373,"224 Nazareth PikeBethlemem, PA 18020"
